Company,Job,Degree,Experience_Level,Years_Experience,Salary_more_than_100k,Salary_K,Employment_Type,Location,Remote_Status,Age,Performance_Rating,Bonus_Percentage,Education_Year,Gender
Apple,consultant,bachelors,mid,3,0,98,contract,Canada,hybrid,26,2.6,6.5,2024,Male
Atlassian,QA engineer,master,lead,13,1,238,full-time,India,remote,33,4.9,18.3,2023,Non-binary
Snapchat,product manager,bachelors,senior,7,1,189,full-time,Singapore,hybrid,33,4.7,8.5,2014,Female
Tesla,database admin,phd,entry,0,0,70,contract,USA,hybrid,24,3.3,5.1,2024,Male
Apple,HR manager,phd,senior,7,1,224,contract,France,onsite,34,3.2,2.3,2024,Female
Zoom,backend developer,bachelors,lead,16,0,70,part-time,Australia,hybrid,37,2.7,3.7,2012,Prefer not to say
Apple,product manager,phd,lead,16,1,150,contract,Singapore,hybrid,38,2.7,21.7,2014,Male
Airbnb,devops engineer,master,mid,3,1,250,contract,Germany,hybrid,28,3.3,17.6,2020,Non-binary
IBM,cloud architect,bachelors,mid,6,1,136,contract,Canada,hybrid,27,4.8,17.5,2019,Male
Pinterest,QA engineer,phd,senior,10,1,153,contract,UK,remote,30,2.5,19.7,2019,Female
Atlassian,IT support,master,mid,6,0,77,contract,Singapore,hybrid,29,3.3,6.4,2024,Female
Meta,consultant,phd,senior,8,1,101,contract,UK,remote,35,4.9,0.2,2015,Prefer not to say
Atlassian,fullstack developer,bachelors,lead,15,1,223,full-time,India,hybrid,42,3.6,18.7,2021,Male
Meta,QA engineer,bachelors,lead,19,0,52,part-time,Canada,onsite,39,2.7,4.4,2022,Female
Microsoft,IT support,bachelors,senior,12,1,174,full-time,France,remote,39,4.7,24.1,2013,Prefer not to say
Spotify,sales executive,phd,lead,20,1,127,full-time,France,hybrid,46,4.3,10.9,2012,Prefer not to say
AMD,UX designer,bachelors,lead,16,0,58,part-time,India,remote,40,2.5,7.1,2020,Female
Meta,backend developer,master,senior,11,0,52,full-time,Germany,remote,33,4.6,5.8,2012,Non-binary
LinkedIn,frontend developer,bachelors,lead,17,1,222,full-time,Canada,hybrid,40,2.6,2.9,2009,Male
ServiceNow,QA engineer,bachelors,entry,2,1,138,full-time,Germany,remote,28,2.6,0.8,2021,Non-binary
Pinterest,security analyst,master,senior,11,0,98,part-time,Singapore,remote,34,3.3,5.1,2013,Female
Spotify,product manager,phd,mid,6,1,220,full-time,India,hybrid,27,3.5,24.3,2018,Prefer not to say
Pinterest,IT support,bachelors,mid,3,0,71,full-time,Australia,onsite,25,3.5,3.6,2022,Non-binary
Airbnb,QA engineer,master,mid,4,0,58,part-time,USA,remote,24,4.5,6.9,2019,Female
Airbnb,HR manager,phd,entry,2,1,196,full-time,Germany,hybrid,22,2.7,0.6,2022,Non-binary
Dropbox,business manager,master,entry,0,0,86,contract,Australia,onsite,21,4.2,2.0,2024,Non-binary
Shopify,ML engineer,bachelors,lead,16,0,91,part-time,Germany,remote,36,4.8,0.6,2023,Male
Amazon,network engineer,master,entry,1,1,236,part-time,India,remote,21,3.8,24.6,2023,Non-binary
Amazon,QA engineer,phd,mid,4,0,43,part-time,Germany,onsite,28,3.1,4.4,2021,Male
PayPal,financial analyst,master,mid,3,0,72,part-time,Singapore,remote,24,5.0,6.7,2021,Male
Shopify,consultant,phd,senior,9,0,89,contract,Canada,remote,36,4.7,9.1,2021,Male
Microsoft,technical writer,phd,mid,4,0,40,part-time,UK,hybrid,30,4.8,6.0,2020,Non-binary
Apple,network engineer,phd,entry,2,0,67,part-time,Canada,hybrid,25,5.0,7.3,2022,Male
Intel,game developer,master,lead,14,1,230,contract,Australia,hybrid,41,3.5,22.4,2008,Female
ServiceNow,cloud architect,master,senior,12,1,201,full-time,Australia,hybrid,34,4.8,4.3,2022,Female
AMD,financial analyst,master,entry,0,0,68,part-time,UK,remote,26,4.9,9.9,2023,Female
Airbnb,ML engineer,phd,entry,2,1,161,contract,France,onsite,27,3.8,3.4,2022,Prefer not to say
Qualcomm,business manager,master,senior,10,0,58,part-time,Singapore,onsite,30,4.6,9.1,2019,Male
Google,product manager,phd,senior,7,1,199,full-time,Singapore,hybrid,32,3.9,4.7,2023,Female
Shopify,HR manager,master,entry,0,0,81,part-time,USA,hybrid,21,3.8,0.4,2022,Non-binary
Google,frontend developer,phd,mid,4,1,233,contract,USA,onsite,31,4.6,12.3,2019,Prefer not to say
Snapchat,cloud architect,phd,entry,0,1,131,full-time,Australia,onsite,21,4.7,8.5,2024,Male
Dropbox,ML engineer,bachelors,lead,13,1,202,contract,Germany,remote,38,5.0,4.1,2018,Prefer not to say
Dropbox,sales executive,phd,entry,0,1,103,contract,Australia,onsite,27,3.0,23.5,2023,Female
Snapchat,frontend developer,master,mid,6,0,63,contract,Singapore,hybrid,29,4.9,7.3,2020,Male
Spotify,game developer,phd,entry,1,0,65,part-time,Australia,hybrid,26,4.2,9.1,2023,Male
Airbnb,project manager,bachelors,senior,9,0,54,part-time,Australia,hybrid,33,4.3,2.8,2014,Prefer not to say
IBM,consultant,phd,mid,5,0,72,part-time,Australia,hybrid,28,3.9,8.6,2019,Non-binary
Snapchat,marketing manager,master,lead,19,1,176,full-time,Singapore,remote,44,2.9,21.5,2010,Prefer not to say
Uber,project manager,bachelors,senior,12,1,204,full-time,Singapore,onsite,35,4.6,6.3,2017,Prefer not to say
Shopify,network engineer,bachelors,senior,9,0,60,full-time,Australia,hybrid,29,5.0,0.3,2022,Non-binary
Qualcomm,marketing manager,phd,entry,1,0,51,full-time,UK,onsite,24,2.6,4.7,2024,Prefer not to say
Shopify,systems analyst,master,senior,9,0,82,part-time,Singapore,remote,29,3.9,0.3,2018,Female
Airbnb,technical writer,bachelors,senior,12,0,84,full-time,India,hybrid,32,5.0,0.2,2019,Male
Tesla,QA engineer,bachelors,entry,2,0,56,full-time,Germany,remote,25,4.4,6.2,2018,Non-binary
Amazon,game developer,phd,entry,2,1,190,full-time,France,hybrid,22,5.0,4.2,2022,Female
Dropbox,security analyst,bachelors,lead,15,0,91,part-time,Germany,remote,40,4.2,5.2,2009,Female
Airbnb,frontend developer,phd,senior,7,1,166,contract,Singapore,remote,33,4.5,20.6,2023,Female
Apple,product manager,master,senior,9,1,156,contract,UK,onsite,36,2.6,19.1,2022,Prefer not to say
Airbnb,consultant,bachelors,lead,20,1,164,contract,France,remote,46,5.0,3.5,2022,Non-binary
IBM,financial analyst,phd,mid,3,1,144,contract,Australia,remote,29,3.8,13.1,2020,Prefer not to say
Netflix,software engineer,phd,entry,0,1,210,contract,Australia,remote,23,4.5,5.9,2023,Male
Square,project manager,bachelors,senior,9,1,238,contract,Germany,remote,31,4.8,17.6,2018,Prefer not to say
Pinterest,game developer,bachelors,mid,4,1,235,full-time,UK,hybrid,24,3.8,21.3,2023,Non-binary
Microsoft,business manager,master,mid,3,1,137,contract,Singapore,onsite,25,3.1,6.2,2023,Prefer not to say
PayPal,technical writer,master,lead,14,1,128,contract,Canada,hybrid,39,4.0,18.7,2016,Female
Uber,consultant,phd,mid,6,0,96,part-time,France,remote,31,4.8,0.8,2024,Female
Spotify,sales executive,phd,entry,0,1,249,contract,Canada,onsite,21,4.8,15.1,2023,Non-binary
ServiceNow,operations manager,bachelors,mid,6,1,136,part-time,UK,onsite,27,2.6,12.6,2021,Female
Apple,systems analyst,phd,mid,3,1,182,contract,USA,remote,30,4.2,10.9,2021,Male
IBM,business manager,phd,lead,17,1,188,contract,USA,hybrid,38,4.7,1.4,2016,Non-binary
Google,game developer,bachelors,entry,1,0,87,full-time,Singapore,onsite,24,3.7,6.1,2023,Non-binary
Atlassian,data scientist,bachelors,senior,10,1,112,part-time,India,onsite,33,4.4,6.8,2015,Female
AMD,backend developer,phd,lead,14,1,237,part-time,Canada,remote,36,4.5,13.5,2021,Male
Atlassian,cloud architect,phd,mid,3,1,180,contract,UK,remote,24,3.1,9.4,2024,Non-binary
Meta,software engineer,bachelors,mid,4,0,63,part-time,Australia,remote,27,2.6,5.5,2021,Male
Uber,sales executive,phd,lead,13,1,160,full-time,USA,onsite,34,4.8,12.0,2021,Prefer not to say
Qualcomm,fullstack developer,phd,senior,10,1,147,part-time,USA,remote,30,2.6,3.2,2020,Male
Spotify,software engineer,master,entry,2,1,193,contract,UK,onsite,22,4.2,20.9,2022,Male
Tesla,operations manager,bachelors,senior,11,0,88,full-time,Singapore,onsite,32,3.2,6.4,2013,Non-binary
AMD,AI researcher,master,mid,5,1,199,part-time,France,onsite,26,3.0,10.7,2023,Female
Qualcomm,fullstack developer,phd,entry,2,0,72,part-time,Canada,remote,28,4.6,2.4,2022,Prefer not to say
Meta,fullstack developer,master,lead,13,1,195,contract,USA,hybrid,38,3.0,2.5,2009,Non-binary
Netflix,fullstack developer,bachelors,mid,5,0,82,part-time,France,remote,31,3.3,7.9,2018,Female
AMD,devops engineer,phd,mid,3,1,118,full-time,Singapore,hybrid,30,4.4,17.1,2023,Male
Netflix,UX designer,phd,mid,6,1,153,full-time,Australia,hybrid,32,3.7,21.0,2018,Non-binary
Airbnb,systems analyst,master,lead,16,1,100,full-time,Germany,hybrid,36,3.9,12.2,2017,Prefer not to say
Stripe,IT support,bachelors,senior,12,0,49,part-time,Singapore,onsite,33,4.1,4.8,2023,Prefer not to say
LinkedIn,cloud architect,master,entry,0,0,64,full-time,UK,onsite,22,2.7,5.4,2024,Female
Adobe,project manager,bachelors,mid,3,1,214,full-time,India,onsite,29,2.6,20.7,2019,Prefer not to say
Dropbox,systems analyst,master,senior,11,0,78,part-time,Canada,hybrid,31,2.9,8.7,2023,Prefer not to say
Apple,security analyst,phd,lead,18,0,73,contract,Canada,onsite,39,4.0,6.6,2024,Prefer not to say
Spotify,devops engineer,phd,senior,7,1,204,contract,France,remote,30,2.9,11.5,2019,Non-binary
Dropbox,marketing manager,phd,lead,17,1,205,full-time,USA,hybrid,40,4.8,12.7,2022,Female
Intel,database admin,bachelors,entry,2,0,92,full-time,UK,hybrid,22,2.7,9.9,2022,Female
Apple,HR manager,bachelors,mid,4,0,44,contract,India,onsite,31,4.7,3.3,2024,Male
Stripe,AI researcher,bachelors,mid,5,0,87,contract,Australia,hybrid,29,3.8,3.3,2021,Non-binary
Atlassian,IT support,bachelors,entry,1,0,86,full-time,Canada,onsite,24,4.1,1.5,2022,Non-binary
Qualcomm,game developer,master,entry,0,0,60,part-time,Australia,onsite,21,4.3,9.8,2023,Prefer not to say
Atlassian,marketing manager,bachelors,mid,3,0,47,part-time,Germany,remote,29,3.9,2.6,2020,Male
Square,mobile developer,phd,senior,9,1,199,contract,Singapore,remote,32,4.0,0.2,2017,Prefer not to say
PayPal,AI researcher,bachelors,lead,18,0,96,part-time,Canada,remote,45,4.1,9.1,2023,Female
Qualcomm,project manager,phd,mid,3,1,207,contract,Germany,onsite,29,2.7,21.9,2023,Prefer not to say
ServiceNow,financial analyst,master,entry,0,0,70,contract,UK,onsite,23,3.2,0.1,2024,Non-binary
Snapchat,marketing manager,phd,mid,5,0,46,part-time,Australia,remote,28,3.5,9.1,2023,Female
Oracle,UX designer,bachelors,entry,1,0,58,part-time,USA,remote,25,3.2,9.7,2022,Female
Netflix,frontend developer,master,mid,5,1,212,contract,Canada,hybrid,31,4.3,23.4,2023,Prefer not to say
Oracle,financial analyst,master,entry,1,0,46,part-time,France,hybrid,25,3.4,6.2,2024,Female
Microsoft,QA engineer,master,mid,3,0,83,contract,USA,onsite,23,4.8,1.8,2024,Male
Snapchat,devops engineer,master,lead,15,1,247,contract,Australia,remote,37,4.1,4.4,2009,Prefer not to say
AMD,systems analyst,phd,lead,15,1,245,part-time,Canada,remote,40,3.1,9.6,2016,Male
Snapchat,IT support,phd,mid,4,0,90,part-time,USA,remote,28,3.2,6.3,2023,Non-binary
Intel,financial analyst,phd,mid,5,0,66,part-time,Germany,remote,28,4.5,6.7,2020,Female
Adobe,devops engineer,master,senior,12,0,73,full-time,Singapore,hybrid,38,4.8,2.5,2024,Prefer not to say
Zoom,UX designer,bachelors,senior,8,0,64,full-time,Singapore,onsite,30,3.3,0.2,2020,Female
Dropbox,IT support,bachelors,senior,11,0,80,full-time,Germany,onsite,36,3.2,9.9,2009,Male
Twitter,financial analyst,phd,lead,18,1,124,contract,USA,hybrid,45,3.3,6.5,2021,Female
Microsoft,mobile developer,phd,senior,11,1,216,contract,Australia,hybrid,34,5.0,18.5,2015,Prefer not to say
Uber,financial analyst,master,lead,17,0,69,part-time,USA,hybrid,37,4.3,4.6,2024,Prefer not to say
Amazon,consultant,master,lead,16,1,234,full-time,France,onsite,40,4.8,11.2,2014,Prefer not to say
Dropbox,technical writer,master,lead,18,0,44,part-time,UK,remote,44,4.2,3.8,2015,Non-binary
Tesla,UX designer,phd,mid,6,0,76,contract,USA,remote,31,4.7,9.9,2020,Non-binary
Snapchat,QA engineer,master,lead,16,0,71,part-time,Australia,hybrid,41,2.6,8.2,2016,Female
Amazon,project manager,phd,mid,3,1,176,contract,France,remote,23,3.3,24.5,2023,Non-binary
AMD,fullstack developer,bachelors,lead,14,1,205,contract,Australia,onsite,37,4.1,14.3,2011,Male
Tesla,QA engineer,phd,senior,7,1,105,full-time,Germany,remote,28,3.6,14.5,2019,Male
Google,mobile developer,master,senior,12,0,71,full-time,Australia,hybrid,39,3.8,7.6,2024,Female
Oracle,financial analyst,bachelors,entry,0,0,56,full-time,Australia,onsite,24,3.2,6.3,2022,Prefer not to say
Square,fullstack developer,phd,mid,3,1,138,full-time,USA,remote,26,3.4,17.0,2024,Prefer not to say
Qualcomm,cloud architect,bachelors,lead,18,1,218,contract,Germany,hybrid,45,2.9,10.3,2020,Prefer not to say
Intel,operations manager,phd,senior,11,1,241,part-time,India,hybrid,38,3.2,12.4,2012,Non-binary
Pinterest,UX designer,phd,mid,5,0,48,contract,Germany,remote,30,3.6,4.6,2022,Male
Spotify,HR manager,master,lead,13,0,56,part-time,Canada,remote,35,4.9,4.8,2010,Non-binary
Salesforce,AI researcher,master,senior,7,1,181,full-time,USA,remote,34,4.1,5.2,2015,Male
Snapchat,frontend developer,bachelors,senior,10,1,195,part-time,India,hybrid,36,4.3,3.8,2013,Non-binary
Oracle,cloud architect,phd,senior,9,1,162,part-time,Australia,remote,34,4.8,21.6,2022,Prefer not to say
Microsoft,ML engineer,phd,entry,0,1,246,full-time,Australia,remote,21,2.6,6.1,2023,Non-binary
Amazon,product manager,phd,lead,14,0,75,contract,Australia,onsite,35,4.7,5.0,2010,Non-binary
AMD,product manager,master,senior,7,1,230,contract,Australia,onsite,33,3.7,0.0,2017,Prefer not to say
Pinterest,ML engineer,master,mid,5,0,85,part-time,Canada,hybrid,27,3.5,9.8,2019,Male
Adobe,frontend developer,bachelors,mid,4,0,76,part-time,India,hybrid,26,3.6,2.9,2024,Non-binary
Dropbox,project manager,phd,mid,4,0,98,part-time,Australia,remote,26,3.1,3.5,2023,Male
Intel,data scientist,master,lead,16,1,154,contract,India,hybrid,37,3.6,18.5,2014,Female
Qualcomm,UX designer,master,mid,5,1,172,full-time,France,remote,26,4.8,18.7,2022,Female
Snapchat,cloud architect,master,entry,2,0,84,part-time,India,hybrid,28,3.3,8.7,2021,Prefer not to say
Apple,devops engineer,bachelors,mid,4,1,102,contract,Canada,hybrid,26,3.8,4.9,2018,Non-binary
IBM,devops engineer,phd,senior,7,1,225,part-time,Canada,hybrid,32,4.7,20.2,2024,Non-binary
ServiceNow,marketing manager,phd,lead,14,1,196,contract,Germany,hybrid,41,4.4,4.4,2018,Male
Salesforce,network engineer,phd,entry,0,0,86,part-time,Germany,remote,21,4.9,0.7,2023,Prefer not to say
Adobe,business manager,phd,mid,3,0,84,contract,UK,onsite,28,3.7,8.4,2024,Male
Amazon,database admin,master,mid,5,0,45,contract,Singapore,hybrid,26,4.3,0.9,2021,Male
Atlassian,ML engineer,master,senior,7,0,60,full-time,France,remote,30,3.0,8.1,2020,Male
Qualcomm,network engineer,bachelors,entry,2,0,66,full-time,France,onsite,27,3.9,6.6,2022,Non-binary
AMD,fullstack developer,phd,lead,17,1,183,full-time,UK,remote,41,4.5,18.5,2019,Male
AMD,AI researcher,phd,senior,10,1,178,contract,Canada,onsite,31,4.8,20.1,2024,Prefer not to say
ServiceNow,frontend developer,phd,lead,14,1,104,part-time,UK,onsite,34,4.3,15.9,2019,Non-binary
Zoom,fullstack developer,bachelors,lead,15,1,138,part-time,Australia,onsite,36,4.5,8.9,2012,Female
Dropbox,AI researcher,phd,lead,16,1,169,full-time,Singapore,onsite,43,4.5,17.7,2024,Male
Twitter,cloud architect,bachelors,senior,8,1,241,contract,France,remote,35,4.3,3.9,2024,Male
ServiceNow,consultant,master,senior,8,0,56,part-time,Canada,onsite,31,3.7,1.2,2015,Non-binary
Salesforce,QA engineer,bachelors,entry,2,0,96,contract,USA,onsite,22,4.8,9.1,2020,Prefer not to say
Zoom,HR manager,bachelors,senior,8,1,167,part-time,France,hybrid,28,4.5,21.2,2017,Non-binary
Zoom,HR manager,phd,senior,7,0,56,full-time,Australia,onsite,28,3.8,7.3,2016,Non-binary
Intel,frontend developer,master,mid,6,1,184,full-time,France,hybrid,31,4.5,5.5,2016,Prefer not to say
Square,HR manager,master,lead,16,0,44,part-time,USA,hybrid,39,4.1,0.5,2020,Female
Atlassian,product manager,bachelors,mid,5,0,70,part-time,Germany,onsite,29,4.4,9.0,2023,Male
Uber,software engineer,bachelors,senior,12,0,56,full-time,Canada,onsite,37,3.1,1.7,2015,Non-binary
Twitter,frontend developer,bachelors,senior,12,0,43,contract,Canada,remote,37,3.3,1.3,2017,Non-binary
Square,financial analyst,master,mid,5,1,156,part-time,Australia,onsite,27,4.3,12.3,2020,Prefer not to say
Dropbox,game developer,master,lead,15,0,63,part-time,Canada,remote,37,3.8,1.6,2007,Male
Uber,devops engineer,bachelors,mid,6,1,230,contract,Australia,hybrid,31,3.8,7.5,2018,Prefer not to say
Snapchat,project manager,phd,entry,1,0,60,part-time,France,hybrid,24,4.9,7.3,2022,Non-binary
Oracle,business manager,bachelors,mid,3,0,70,contract,India,hybrid,28,4.2,7.1,2022,Prefer not to say
Airbnb,frontend developer,master,senior,7,0,85,full-time,France,onsite,31,3.5,8.9,2022,Prefer not to say
Oracle,mobile developer,bachelors,entry,1,0,56,part-time,Singapore,remote,26,3.2,4.1,2022,Male
PayPal,ML engineer,master,senior,10,1,235,full-time,Germany,remote,36,4.8,0.2,2012,Male
IBM,fullstack developer,phd,mid,6,0,90,full-time,UK,remote,29,2.7,7.4,2017,Female
ServiceNow,security analyst,bachelors,mid,4,0,59,part-time,Australia,hybrid,26,3.5,5.5,2016,Non-binary
Snapchat,frontend developer,bachelors,entry,0,0,57,part-time,Singapore,remote,21,3.0,3.0,2024,Male
Shopify,cloud architect,master,mid,6,0,65,contract,USA,remote,33,4.8,3.3,2020,Prefer not to say
IBM,cloud architect,phd,mid,6,1,224,contract,UK,onsite,30,4.6,10.1,2022,Prefer not to say
Microsoft,ML engineer,master,mid,5,0,79,contract,France,remote,26,4.0,1.5,2019,Prefer not to say
Square,ML engineer,phd,mid,3,1,143,part-time,USA,hybrid,24,4.9,18.1,2023,Female
Pinterest,project manager,master,senior,7,1,140,contract,Australia,remote,33,3.5,5.4,2015,Non-binary
Spotify,ML engineer,phd,senior,7,1,214,contract,France,hybrid,27,4.6,2.1,2023,Male
Spotify,technical writer,master,entry,2,0,57,full-time,Germany,remote,26,4.5,6.0,2023,Non-binary
Pinterest,sales executive,master,senior,11,0,88,part-time,India,onsite,34,4.5,3.4,2015,Prefer not to say
Qualcomm,operations manager,master,senior,11,0,97,contract,Germany,hybrid,31,2.5,3.3,2013,Non-binary
Snapchat,IT support,master,mid,6,0,46,contract,India,hybrid,31,4.5,1.7,2022,Male
PayPal,AI researcher,bachelors,lead,16,0,59,contract,USA,hybrid,37,3.0,5.9,2010,Male
Pinterest,data scientist,bachelors,entry,1,0,69,contract,India,hybrid,24,4.0,2.6,2019,Male
Stripe,network engineer,master,mid,5,1,219,full-time,India,hybrid,30,3.1,5.6,2020,Prefer not to say
Apple,HR manager,phd,senior,8,1,180,part-time,USA,remote,30,4.7,13.4,2019,Non-binary
Dropbox,mobile developer,phd,senior,9,0,93,contract,USA,hybrid,36,4.8,1.0,2018,Prefer not to say
Meta,game developer,phd,senior,8,0,66,part-time,USA,remote,30,3.0,7.4,2020,Prefer not to say
Salesforce,software engineer,master,entry,2,1,213,contract,Germany,hybrid,23,4.3,12.3,2020,Prefer not to say
Salesforce,sales executive,phd,senior,9,1,110,part-time,Canada,hybrid,32,4.8,9.3,2018,Male
Qualcomm,software engineer,bachelors,lead,20,1,189,full-time,Australia,onsite,40,4.6,18.9,2010,Male
Qualcomm,systems analyst,phd,senior,11,1,210,part-time,Canada,onsite,33,3.3,17.0,2018,Female
Square,game developer,master,mid,6,0,68,part-time,Germany,onsite,32,3.1,10.0,2018,Prefer not to say
IBM,backend developer,master,lead,20,1,132,full-time,Germany,onsite,42,3.8,6.8,2022,Female
Zoom,technical writer,bachelors,mid,5,0,52,part-time,India,onsite,25,3.7,8.6,2022,Prefer not to say
LinkedIn,cloud architect,master,lead,18,0,70,part-time,Germany,hybrid,44,4.4,8.8,2016,Male
Stripe,mobile developer,phd,entry,1,1,158,part-time,USA,onsite,26,3.6,9.1,2024,Prefer not to say
Uber,marketing manager,master,mid,6,0,91,part-time,Australia,onsite,30,4.4,0.7,2016,Prefer not to say
Twitter,sales executive,bachelors,mid,4,0,90,part-time,Australia,remote,26,3.2,6.6,2019,Female
Amazon,sales executive,phd,lead,15,1,185,part-time,India,hybrid,39,4.9,19.0,2010,Non-binary
Intel,technical writer,phd,mid,5,1,171,full-time,Canada,remote,29,2.8,2.4,2018,Non-binary
Tesla,HR manager,master,mid,5,0,49,part-time,France,remote,25,3.9,6.5,2023,Female
Dropbox,fullstack developer,master,senior,9,1,227,full-time,India,hybrid,30,3.5,3.4,2024,Male
Pinterest,database admin,bachelors,mid,3,0,97,full-time,USA,remote,24,3.0,1.7,2021,Prefer not to say
